qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_Jund_Al_Amir_Archer_|Jund Al-Amir Archer (rng)
qstr_Jund_Al_Amir_Archers_|Jund Al-Amir Archers (rng)
qstr_Turkoman__cav_|Turkoman (cav)
qstr_Turkomans__cav_|Turkomans (cav)
qstr_Mamluk_Al_Sighar_Al_A|Mamluk Al-Sighar Al-Amir (cav)
qstr_Mamalik_Al_Sighar_Al_|Mamalik Al-Sighar Al-Umara (cav)
qstr_Mamluk_Al_Kibar_Al_Am|Mamluk Al-Kibar Al-Amir (cav)
qstr_Mamalik_Al_Kibar_Al_U|Mamalik Al-Kibar Al-Umara (cav)
qstr_Mamluk_Al_Sultaniya_|Mamluk Al-Sultaniya (cav)
qstr_Mamalik_Al_Sultaniya_|Mamalik Al-Sultaniya (cav)
qstr_Mamluk_Al_Bahariyya_|Mamluk Al-Bahariyya (cav)
qstr_Mamalik_Al_Bahariyya_|Mamalik Al-Bahariyya (cav)
qstr_Raitas_Ietininkas__c|Raitas Ietininkas (cav)
qstr_Raiti_Ietininkai__ca|Raiti Ietininkai (cav)
qstr_Leičių_Raitelis__c|Leičių Raitelis (cav)
qstr_Leičių_Raiteliai__|Leičių Raiteliai (cav)
qstr_Leičių_Bajoras__ca|Leičių Bajoras (cav)
qstr_Leičių_Bajorai__ca|Leičių Bajorai (cav)
qstr_Chevalier__cav_|Chevalier (cav)
qstr_Chevaliers__cav_|Chevaliers (cav)
qstr_Welsh_Bowman__rng_|Welsh Bowman (rng)
qstr_Welsh_Bowmen__rng_|Welsh Bowmen (rng)
qstr_Genoese_Crossbowman_|Genoese Crossbowman (rng)
qstr_Genoese_Crossbowmen_|Genoese Crossbowmen (rng)
qstr_Varangian_Guard__inf|Varangian Guard (inf)
qstr_Varangian_Guards__in|Varangian Guards (inf)
qstr_Scottish_Highlander_|Scottish Highlander (cav)
qstr_Scottish_Highlanders_|Scottish Highlanders (cav)
qstr_Bohemian_Rytir__cav_|Bohemian Rytir (cav)
qstr_Bohemian_Rytirs__cav|Bohemian Rytirs (cav)
qstr_Danish_Axeman__cav_|Danish Axeman (cav)
qstr_Danish_Axemen__cav_|Danish Axemen (cav)
qstr_Gallóglach__cav_|Gallóglach (cav)
qstr_Gallóglaigh__cav_|Gallóglaigh (cav)
qstr_Light_Cavalryman__ca|Light Cavalryman (cav)
qstr_Light_Cavalrymen__ca|Light Cavalrymen (cav)
qstr_Paroikoi__inf_|Paroikoi (inf)
qstr_Acontistae__rng_|Acontistae (rng)
qstr_Peltastae__rng_|Peltastae (rng)
qstr_Acritae__rng_|Acritae (rng)
qstr_Toxotae__rng_|Toxotae (rng)
qstr_Mourtati__rng_|Mourtati (rng)
qstr_Polites__inf_|Polites (inf)
qstr_Contarati__inf_|Contarati (inf)
qstr_Scoutati_Spearman__i|Scoutati Spearman (inf)
qstr_Scoutati_Spearmen__i|Scoutati Spearmen (inf)
qstr_Veteran_Scoutati_Spea|Veteran Scoutati Spearman (inf)
qstr_Scoutati_Swordsman__|Scoutati Swordsman (inf)
qstr_Scoutati_Swordsmen__|Scoutati Swordsmen (inf)
qstr_Hoplitae__inf_|Hoplitae (inf)
qstr_Trapezitae__cav_|Trapezitae (cav)
qstr_Cavalarii__cav_|Cavalarii (cav)
qstr_Stratiotae__cav_|Stratiotae (cav)
qstr_Cataphractoi__cav_|Cataphractoi (cav)
qstr_Agricola__inf_|Agricola (inf)
qstr_Agricolae__inf_|Agricolae (inf)
qstr_Cives__inf_|Cives (inf)
qstr_Civitas__inf_|Civitas (inf)
qstr_Iaculator_de_Retroban|Iaculator de Retrobannum (rng)
qstr_Iaculatores_de_Retrob|Iaculatores de Retrobannum (rng)
qstr_Sagittarius_de_Retrob|Sagittarius de Retrobannum (rng)
qstr_Sagittari_de_Retroban|Sagittari de Retrobannum (rng)
qstr_Sagittarius_Masnadier|Sagittarius Masnadieri (rng)
qstr_Sagittari_Masnadieri_|Sagittari Masnadieri (rng)
qstr_Pedes_de_Retrobannum_|Pedes de Retrobannum (inf)
qstr_Pedess_de_Retrobannum|Pedess de Retrobannum (inf)
qstr_Pedes_Masnadieri__in|Pedes Masnadieri (inf)
qstr_Pedess_Masnadieri__i|Pedess Masnadieri (inf)
qstr_Pedes_Serviens__inf_|Pedes Serviens (inf)
qstr_Pedess_Serviens__inf|Pedess Serviens (inf)
qstr_Hastatus_de_Plebis__|Hastatus de Plebis (inf)
qstr_Hastati_de_Plebis__i|Hastati de Plebis (inf)
qstr_Pedes_de_Plebis__inf|Pedes de Plebis (inf)
qstr_Pedess_de_Plebis__in|Pedess de Plebis (inf)
qstr_Hastatus_de_Communia_|Hastatus de Communia (inf)
qstr_Hastati_de_Communia_|Hastati de Communia (inf)
qstr_Hastatus_de_Fraternit|Hastatus de Fraternitas (inf)
qstr_Hastati_de_Fraternita|Hastati de Fraternitas (inf)
qstr_Pedes_de_Communia__i|Pedes de Communia (inf)
qstr_Pedess_de_Communia__|Pedess de Communia (inf)
qstr_Pedes_de_Fraternitas_|Pedes de Fraternitas (inf)
qstr_Pedess_de_Fraternitas|Pedess de Fraternitas (inf)
qstr_Sagittarius_de_Plebis|Sagittarius de Plebis (rng)
qstr_Sagittari_de_Plebis_|Sagittari de Plebis (rng)
qstr_Balistarius_de_Commun|Balistarius de Communia (rng)
qstr_Balistari_de_Communia|Balistari de Communia  (rng)
qstr_Balistarius_de_Frater|Balistarius de Fraternitas (rng)
qstr_Balistari_de_Fraterni|Balistari de Fraternitas (rng)
qstr_Servien_Equites__cav|Servien Equites (cav)
qstr_Servientes_Equites__|Servientes Equites (cav)
qstr_Homine_Ad_Arma__cav_|Homine Ad Arma (cav)
qstr_Homines_Ad_Arma__cav|Homines Ad Arma (cav)
qstr_Scutifer__cav_|Scutifer (cav)
qstr_Scutiferi__cav_|Scutiferi (cav)
qstr_Miles__cav_|Miles (cav)
qstr_Milites__cav_|Milites (cav)
qstr_Awamm_Dehat__inf_|Awamm Dehat (inf)
qstr_Hillmen_Footman__inf|Hillmen Footman (inf)
qstr_Hillmen_Footmen__inf|Hillmen Footmen (inf)
qstr_Thagri_Footman__inf_|Thagri Footman (inf)
qstr_Thagri_Footmen__inf_|Thagri Footmen (inf)
qstr_Thagri_Spearman__inf|Thagri Spearman (inf)
qstr_Thagri_Spearmen__inf|Thagri Spearmen (inf)
qstr_Hillmen_Archer__rng_|Hillmen Archer (rng)
qstr_Hillmen_Archers__rng|Hillmen Archers (rng)
qstr_Thagri_Archer__rng_|Thagri Archer (rng)
qstr_Thagri_Archers__rng_|Thagri Archers (rng)
qstr_Hillmen_Crossbowman_|Hillmen Crossbowman (rng)
qstr_Hillmen_Crossbowmen_|Hillmen Crossbowmen (rng)
qstr_Thagri_Crossbowman__|Thagri Crossbowman (rng)
qstr_Thagri_Crossbowmen__|Thagri Crossbowmen (rng)
qstr_Awamm_Medina__inf_|Awamm Medina (inf)
qstr_Husud_Footman__inf_|Husud Footman (inf)
qstr_Husud_Footmen__inf_|Husud Footmen (inf)
qstr_Jundi_Mutadawwan_Infa|Jundi Mutadawwan Infantry (inf)
qstr_Murtaziqa_Infantry__|Murtaziqa Infantry (inf)
qstr_Husud_Spearman__inf_|Husud Spearman (inf)
qstr_Husud_Spearmen__inf_|Husud Spearmen (inf)
qstr_Jundi_Spearman__inf_|Jundi Spearman (inf)
qstr_Jundi_Spearmen__inf_|Jundi Spearmen (inf)
qstr_Murtaziqa_Spearman__|Murtaziqa Spearman (inf)
qstr_Murtaziqa_Spearmen__|Murtaziqa Spearmen (inf)
qstr_Husud_Crossbowman__r|Husud Crossbowman (rng)
qstr_Husud_Crossbowmen__r|Husud Crossbowmen (rng)
qstr_Jundi_Crossbowman__r|Jundi Crossbowman (rng)
qstr_Jundi_Crossbowmen__r|Jundi Crossbowmen (rng)
qstr_Murtaziqa_Crossbowman|Murtaziqa Crossbowman (rng)
qstr_Murtaziqa_Crossbowmen|Murtaziqa Crossbowmen (rng)
qstr_Andalusian_Light_Horse|Andalusian Light Horseman (cav)
qstr_Andalusian_Light_Horsem|Andalusian Light Horsemen (cav)
qstr_Andalusian_Horseman_|Andalusian Horseman (cav)
qstr_Andalusian_Horsemen_|Andalusian Horsemen (cav)
qstr_Andalusian_Heavy_Horse|Andalusian Heavy Horseman (cav)
qstr_Andalusian_Heavy_Horsem|Andalusian Heavy Horsemen (cav)
qstr_Andalusian_Knight__c|Andalusian Knight (cav)
qstr_Andalusian_Knights__|Andalusian Knights (cav)
qstr_Gairmsluaigh_Levy__i|Gairmsluaigh Levy (inf)
qstr_Ceithernach_Infantry_|Ceithernach Infantry (inf)
qstr_Ceithern_Tigh_Infantr|Ceithern Tigh Infantry (inf)
qstr_Cliathaire_Infantry_|Cliathaire Infantry (inf)
qstr_Ceithern_Tigh_Hastatu|Ceithern Tigh Hastatus (inf)
qstr_Ceithern_Tigh_Hastati_|Ceithern Tigh Hastati (inf)
qstr_Cliathairse_Hastatus_|Cliathairse Hastatus (inf)
qstr_Cliathairse_Hastati_|Cliathairse Hastati (inf)
qstr_Ceithernach_Boghadair|Ceithernach Boghadair (rng)
qstr_Ceithern_Tigh_Boghada|Ceithern Tigh Boghadair (rng)
qstr_Sgiathadair_Ritire__|Sgiathadair Ritire (cav)
qstr_Sgiathadairi_Ritire_|Sgiathadairi Ritire (cav)
qstr_Ceithernach_Ritire__|Ceithernach Ritire (cav)
qstr_Teaglach_Ritire__cav|Teaglach Ritire (cav)
qstr_Lucht_Tighe_Ritire__|Lucht Tighe Ritire (cav)
qstr_Paroikos_Anatolikon_|Paroikos Anatolikon (inf)
qstr_Paroikoi_Anatolikon_|Paroikoi Anatolikon (inf)
qstr_Polites_Anatolikon__|Polites Anatolikon (inf)
qstr_Politi_Anatolikon__i|Politi Anatolikon (inf)
qstr_Hai_Ramik_Nizagamarti|Hai Ramik Nizagamartik † (inf)
qstr_Hayasdan_Ramik_Nizaga|Hayasdan Ramik Nizagamartik (inf)
qstr_Hai_Vahani_Bernakir_Ni|Hai Vahani-Bernakir Nizagamartik † (inf)
qstr_Hayasdan_Vahani_Bernak|Hayasdan Vahani-Bernakir Nizagamartik (inf)
qstr_Hai_Krtser_Azat_Nizag|Hai Krtser-Azat Nizagamartik † (inf)
qstr_Hayasdan_Krtser_Azat_N|Hayasdan Krtser-Azat Nizagamartik (inf)
qstr_Hai_Ramik_Netadzik_�|Hai Ramik Netadzik † (rng)
qstr_Hayasdan_Ramik_Netadz|Hayasdan Ramik Netadzik (rng)
qstr_Hai_Vahani_Bernakir_Ne|Hai Vahani-Bernakir Netadzik † (rng)
qstr_Hayasdan_Vahani_Bernaki|Hayasdan Vahani-Bernakir Netadzik (rng)
qstr_Hai_Krtser_Azat_Netad|Hai Krtser-Azat Netadzik † (rng)
qstr_Hayasdan_Krtser_Azat_Ne|Hayasdan Krtser-Azat Netadzik (rng)
qstr_Fata_Infantry__inf_|Fata Infantry (inf)
qstr_Fityan_Infantry__inf|Fityan Infantry (inf)
qstr_Igdish_Infantry__inf|Igdish Infantry (inf)
qstr_Jira_Khvar_Infantry_|Jira Khvar Infantry (inf)
qstr_Ghazi_Infantry__rng_|Ghazi Infantry (rng)
qstr_Ghuzat_Infantry__rng|Ghuzat Infantry (rng)
qstr_Jabaliyyun_Archer__r|Jabaliyyun Archer (rng)
qstr_Jabaliyyun_Archers__|Jabaliyyun Archers (rng)
qstr_Jira_Khvar_Crossbowma|Jira Khvar Crossbowman (rng)
qstr_Jira_Khvar_Crossbowmen|Jira Khvar Crossbowmen (rng)
qstr_Mourtatoi_Anatolikon_|Mourtatoi Anatolikon Cavallarii (inf)
qstr_Mourtatos_Anatolikon_|Mourtatos Anatolikon Cavallarii (inf)
qstr_Jira_Khvar_Faris__ca|Jira Khvar Faris (cav)
qstr_Havashi_Khayl__cav_|Havashi Khayl (cav)
qstr_Ghulam_Al_Jandar__ca|Ghulam Al-Jandar (cav)
qstr_Hai_Ramikspas_Ayrudzi|Hai Ramikspas Ayrudzi (cav)
qstr_Hayasdan_Ramikspas_Ay|Hayasdan Ramikspas Ayrudzi (cav)
qstr_Hai_Azatugund_Ayrudzi|Hai Azatugund Ayrudzi (cav)
qstr_Hayasdan_Azatugund_Ay|Hayasdan Azatugund Ayrudzi (cav)
qstr_Hai_Aspet__cav_|Hai Aspet (cav)
qstr_Hayasdan_Aspet__cav_|Hayasdan Aspet (cav)
qstr_Nativi_Pedes__inf_|Nativi Pedes (inf)
qstr_Servitium_Forensicum_S|Servitium Forensicum Sagittarius (rng)
qstr_Servitium_Forensicum_Sa|Servitium Forensicum Sagittari (rng)
qstr_Servitium_Forensicum_Has|Servitium Forensicum Hastatus (inf)
qstr_Servitium_Forensicum_Hast|Servitium Forensicum Hastati (inf)
qstr_Scottis_Clann__inf_|Scottis Clann (inf)
qstr_Gall_Òglaich_Spathar|Gall-Òglaich Spatharius (inf)
qstr_Gall_Òglaichean_Spat|Gall-Òglaichean Spathari (inf)
qstr_Gall_Òglaich_Axeman_|Gall-Òglaich Axeman (inf)
qstr_Gall_Òglaichean_Axem|Gall-Òglaichean Axemen (inf)
qstr_Pedes_de_Cives__inf_|Pedes de Cives (inf)
qstr_Pedi_de_Cives__inf_|Pedi de Cives (inf)
qstr_Retrobannum_Pedes__i|Retrobannum Pedes (inf)
qstr_Vicanus_Sagittarius_Mi|Vicanus Sagittarius Militaris (rng)
qstr_Vicani_Sagittarii_Mili|Vicani Sagittarii Militares (rng)
qstr_Vicanus_Sagittarius_Mil|Vicanus Sagittarius Militaris Veteranus (rng)
qstr_Vicani_Sagittarii_Milit|Vicani Sagittarii Militares Veterani (rng)
qstr_Oppidanus_Iaculator_Ar|Oppidanus Iaculator Arcoballista Militaris (rng)
qstr_Oppidani_Iaculatoris_A|Oppidani Iaculatoris Acroballistae Militares (rng)
qstr_Oppidanus_Iaculator_Arc|Oppidanus Iaculator Arcoballista Militaris Veteranus (rng)
qstr_Oppidani_Iaculatoris_Ac|Oppidani Iaculatoris Acroballistae Militares Veterani (rng)
qstr_Dux_Iaculator_Arcobal|Dux Iaculator Arcoballista Militaris (rng)
qstr_Duxes_Iaculatoris_Arc|Duxes Iaculatoris Arcoballista Militares (rng)
qstr_Oppidanus_Hastatus_Mil|Oppidanus Hastatus Militaris (inf)
qstr_Oppidani_Hastati_Milit|Oppidani Hastati Militares (inf)
qstr_Oppidanus_Hastatus_Mili|Oppidanus Hastatus Militaris Veteranus (inf)
qstr_Oppidani_Hastati_Milita|Oppidani Hastati Militares Veterani (inf)
qstr_Dux_Hastatus_Militaris_|Dux Hastatus Militaris (inf)
qstr_Duxes_Hastati_Militares|Duxes Hastati Militares (inf)
qstr_Oppidanus_Miles_Gladiu|Oppidanus Miles Gladius Portat Militaris (inf)
qstr_Oppidani_Milites_Gladi|Oppidani Milites Gladii Portant Militares (inf)
qstr_Oppidanus_Miles_Gladius|Oppidanus Miles Gladius Portat Militaris Veteranus (inf)
qstr_Oppidani_Milites_Gladii|Oppidani Milites Gladii Portant Militares Veterani (inf)
qstr_Dux_Miles_Gladius_Por|Dux Miles Gladius Portat Militaris (inf)
qstr_Duxes_Milites_Gladii_|Duxes Milites Gladii Portant Militares (inf)
qstr_Miles_Pro_Communitas_|Miles Pro Communitas (inf)
qstr_Milites_pro_Communita|Milites pro Communitas (inf)
qstr_Vicanus_Gisarme_Milita|Vicanus Gisarme Militaris (inf)
qstr_Vicani_Gisarme_Militar|Vicani Gisarme Militares (inf)
qstr_Vicanus_Gisarme_Militar|Vicanus Gisarme Militaris Veteranus (inf)
qstr_Vicani_Gisarme_Militare|Vicani Gisarme Militares Veterani (inf)
qstr_Dux_Gisarme_Militaris__|Dux Gisarme Militaris (inf)
qstr_Duxes_Gisarme_Militares|Duxes Gisarme Militares (inf)
qstr_Servio_Eques__cav_|Servio Eques (cav)
qstr_Servimus_Equites__ca|Servimus Equites (cav)
qstr_Homo_Armatus__cav_|Homo Armatus (cav)
qstr_Homines_Armati__cav_|Homines Armati (cav)
qstr_Armiger_Eques__cav_|Armiger Eques (cav)
qstr_Armigri_Equites__cav|Armigri Equites (cav)
qstr_Fur__Looter_|Fur (Looter)
qstr_Fures__Looters_|Fures (Looters)
qstr_Latro__Bandit_|Latro (Bandit)
qstr_Latrones__Bandit_|Latrones (Bandit)
qstr_Peasant_Rebel__inf_|Peasant Rebel (inf)
qstr_Peasant_Rebels__inf_|Peasant Rebels (inf)
qstr_Rebellion_Leader__in|Rebellion Leader (inf)
qstr_Rebellion_Leaders__i|Rebellion Leaders (inf)
qstr_Bandit__Bandit_|Bandit (Bandit)
qstr_Bandits__Bandit_|Bandits (Bandit)
qstr_Brigand__Bandit_|Brigand (Bandit)
qstr_Brigands__Bandit_|Brigands (Bandit)
qstr_Latruncularius__Band|Latruncularius (Bandit)
qstr_Latruncularii__Bandi|Latruncularii (Bandit)
qstr_Silva_Sicarius__Band|Silva Sicarius (Bandit)
qstr_Silvae_Sicarii__Band|Silvae Sicarii (Bandit)
qstr_Pirata__Bandit_|Pirata (Bandit)
qstr_Piratae__Bandit_|Piratae (Bandit)
qstr_Sicarius_Orientis__B|Sicarius Orientis (Bandit)
qstr_Sicarii_Orientis_Ban|Sicarii Orientis Bandit)
qstr_Sicarius_Borealis__B|Sicarius Borealis (Bandit)
qstr_Sicarii_Borealis__Ba|Sicarii Borealis (Bandit)
qstr_Sicarius_Vastus__Ban|Sicarius Vastus (Bandit)
qstr_Sicarii_Vasti__Bandi|Sicarii Vasti (Bandit)
qstr_You_have_been_enlist|You have been enlisted!
qstr_You_have_left_your_c|You have left your commander!
qstr_You_have_been_grante|You have been granted leave!
qstr_You_have_rejoined_yo|You have rejoined your commander!
qstr_{s3}_{s2}|{s3}, {s2}
qstr_The_equipment_of_a_{|The equipment of a {s1}: {s2}is assigned to you.
qstr_The_equipment_of_a_{s|The equipment of a {s1}: {s2}is taken from you.
qstr_fail!_{s3}_does_not_|fail! {s3} does not have: {reg5}
qstr_You_got_keys_of_dung|You got keys of dungeon.
qstr_Your_{s20}_is_too_cr|Your {s20} is too crapy to fall apart!
qstr_Your_{s20}_cracks!|Your {s20} cracks!
qstr_Your_{s20}_falls_apa|Your {s20} falls apart!
qstr_Releasing_spear.|Releasing spear.
qstr_Your_horse_received_|Your horse received {reg1} damage from a braced spear!
qstr_The_injury_causes_yo|The injury causes your grip on the spear to slip!
qstr_Spear_wall_dealt_{re|Spear-wall dealt {reg1} damage!
qstr_Bracing_spear_for_ch|Bracing spear for charge.
qstr_Battle_lost...|Battle lost...
qstr_Battle_lost!_Press_t|Battle lost! Press tab key to leave...
qstr_You_have_been_knocke|You have been knocked out by the enemy. Watch your men continue the fight without you or press Tab to retreat.
qstr_If_you_choose_to_wat|If you choose to watch the fight you can use the mouse scroll up and down to switch between troop view or AWDS keys for free camera view.
qstr_Forming_ranks.|Forming ranks.
qstr_Huzzah!_You_encourag|Huzzah! You encourage you're nearby troops.
qstr_You_must_stay_behind|You must stay behind the line on the ground! Point is not counted.
qstr_Tutorial|Tutorial
qstr_You_came_into_the_wo|You came into the world a {reg3?daughter:son} of declining nobility, owning only the house in which they lived. However, despite your family's hardships, they afforded you a good education and trained you from childhood for the rigors of aristocracy and life at court.
qstr_You_were_born_the_{r|You were born the {reg3?daughter:son} of travelling merchants, always moving from place to place in search of a profit. Although your parents were wealthier than most and educated you as well as they could, you found little opportunity to make friends on the road, living mostly for the moments when you could sell something to somebody.
qstr_As_a_child_your_fami|As a child, your family scrabbled out a meagre living from your father's wages as a guardsman to the local lord. It was not an easy existence, and you were too poor to get much of an education. You learned mainly how to defend yourself on the streets, with or without a weapon in hand.
qstr_{reg3?daughter:son}|{reg3?daughter:son}
qstr_You_were_the_{reg3?d|You were the {reg3?daughter:son} of a family who lived off the woods, doing whatever they needed to make ends meet. Hunting, woodcutting, making arrows, even a spot of poaching whenever things got tight. Winter was never a good time for your family as the cold took animals and people alike, but you always lived to see another dawn, though your brothers and sisters might not be so fortunate.
qstr_You_were_a_child_of_|You were a child of the steppe, born to a tribe of wandering nomads who lived in great camps throughout the arid grasslands. Like the other tribesmen, your family revered horses above almost everything else, and they taught you how to ride almost before you learned how to walk. 
qstr_As_the_{reg3?daughte|As the {reg3?daughter:son} of a thief, you had very little 'formal' education. Instead you were out on the street, begging until you learned how to cut purses, cutting purses until you learned how to pick locks, all the way through your childhood. Still, these long years made you streetwise and sharp to the secrets of cities and shadowy backways.
qstr_As_a_{reg3?girl:boy}|As a {reg3?girl:boy} growing out of childhood, you were sent to live in the court of one of the nobles of the land. There, your first lessons were in humility, as you waited upon the lords and ladies of the household. But from their chess games, their gossip, even the poetry of great deeds and courtly love, you quickly began to learn about the adult world of conflict and competition. You also learned from the rough games of the other children, who battered at each other with sticks in imitation of their elders' swords.
qstr_As_a_{reg3?girl:boy}_|As a {reg3?girl:boy} growing out of childhood, you apprenticed with a local craftsman to learn a trade. After years of hard work and study under your new master, he promoted you to journeyman and employed you as a fully paid craftsman for as long as you wished to stay.
qstr_As_a_{reg3?girl:boy}_g|As a {reg3?girl:boy} growing out of childhood, you apprenticed to a wealthy merchant, picking up the trade over years of working shops and driving caravans. You soon became adept at the art of buying low, selling high, and leaving the customer thinking they'd got the better deal.
qstr_As_a_{reg3?girl:boy}_gr|As a {reg3?girl:boy} growing out of childhood, you took to the streets, doing whatever you must to survive. Begging, thieving and working for gangs to earn your bread, you lived from day to day in this violent world, always one step ahead of the law and those who wished you ill.
qstr_As_a_{reg3?girl:boy}_gro|As a {reg3?girl:boy} growing out of childhood, you rode the great steppes on a horse of your own, learning the ways of the grass and the desert. Although you sometimes went hungry, you became a skillful hunter and pathfinder in this trackless country. Your body too started to harden with muscle as you grew into the life of a nomad {reg3?woman:man}.
qstr_{reg3?daughter:man}|{reg3?daughter:man}
qstr_Though_the_distincti|Though the distinction felt sudden to you, somewhere along the way you had become a {reg3?woman:man}, and the whole world seemed to change around you. When you were named squire to a noble at court, you practiced long hours with weapons, learning how to deal out hard knocks and how to take them, too. You were instructed in your obligations to your lord, and of your duties to those who might one day be your vassals. But in addition to learning the chivalric ideal, you also learned about the less uplifting side -- old warriors' stories of ruthless power politics, of betrayals and usurpations, of men who used guile as well as valor to achieve their aims.
qstr_{reg3?woman:man}|{reg3?woman:man}
qstr_Though_the_distinctio|Though the distinction felt sudden to you, somewhere along the way you had become a {s13}, and the whole world seemed to change around you. You joined the tightly-knit circle of women at court, ladies who all did proper ladylike things, the wives and mistresses of noble men as well as maidens who had yet to find a husband. However, even here you found politics at work as the ladies schemed for prominence and fought each other bitterly to catch the eye of whatever unmarried man was in fashion at court. You soon learned ways of turning these situations and goings-on to your advantage. With it came the realisation that you yourself could wield great influence in the world, if only you applied yourself with a little bit of subtlety.
qstr_Though_the_distinction|Though the distinction felt sudden to you, somewhere along the way you had become a {s13}, and the whole world seemed to change around you. You set out on your own with nothing except the instrument slung over your back and your own voice. It was a poor existence, with many a hungry night when people failed to appreciate your play, but you managed to survive on your music alone. As the years went by you became adept at playing the drunken crowds in your taverns, and even better at talking anyone out of anything you wanted.
qstr_Though_the_distinction_|Though the distinction felt sudden to you, somewhere along the way you had become a {reg3?woman:man}, and the whole world seemed to change around you. You found yourself as a student in the university of one of the great cities, where you studied theology, philosophy, and medicine. But not all your lessons were learned in the lecture halls. You may or may not have joined in with your fellows as they roamed the alleys in search of wine, women, and a good fight. However, you certainly were able to observe how a broken jaw is set, or how an angry townsman can be persuaded to set down his club and accept cash compensation for the destruction of his shop.
qstr_Though_the_distinction_f|Though the distinction felt sudden to you, somewhere along the way you had become a {s13}, and the whole world seemed to change around you. Heeding the call of the open road, you travelled from village to village buying and selling what you could. It was not a rich existence, but you became a master at haggling even the most miserly elders into giving you a good price. Soon, you knew, you would be well-placed to start your own trading empire...
qstr_Though_the_distinction_fe|Though the distinction felt sudden to you, somewhere along the way you had become a {s13}, and the whole world seemed to change around you. You pursued a career as a smith, crafting items of function and beauty out of simple metal. As time wore on you became a master of your trade, and fine work started to fetch fine prices. With food in your belly and logs on your fire, you could take pride in your work and your growing reputation.
qstr_Though_the_distinction_fel|Though the distinction felt sudden to you, somewhere along the way you had become a {s13}, and the whole world seemed to change around you. Dissatisfied with common men's desperate scrabble for coin, you took to your local lord's own forests and decided to help yourself to its bounty, laws be damned. You hunted stags, boars and geese and sold the precious meat under the table. You cut down trees right under the watchmen's noses and turned them into firewood that warmed many freezing homes during winter. All for a few silvers, of course.
qstr_Only_you_know_exactl|Only you know exactly what caused you to give up your old life and become an adventurer. Still, it was not a difficult choice to leave, with the rage burning brightly in your heart. You want vengeance. You want justice. What was done to you cannot be undone, and these debts can only be paid in blood...
qstr_Only_you_know_exactly|Only you know exactly what caused you to give up your old life and become an adventurer. All you can say is that you couldn't bear to stay, not with the memories of those you loved so close and so painful. Perhaps your new life will let you forget, or honour the name that you can no longer bear to speak...
qstr_Only_you_know_exactly_|Only you know exactly what caused you to give up your old life and become an adventurer. You're not even sure when your home became a prison, when the familiar became mundane, but your dreams of wandering have taken over your life. Whether you yearn for some faraway place or merely for the open road and the freedom to travel, you could no longer bear to stay in the same place. You simply went and never looked back...
qstr_Only_you_know_exactly_w|Only you know exactly what caused you to give up your old life and become an adventurer. However, you know you cannot go back. There's nothing to go back to. Whatever home you may have had is gone now, and you must face the fact that you're out in the wide wide world. Alone to sink or swim...
qstr_Only_you_know_exactly_wh|Only you know exactly what caused you to give up your old life and become an adventurer. To everyone else, it's clear that you're now motivated solely by personal gain. You want to be rich, powerful, respected, feared. You want to be the one whom others hurry to obey. You want people to know your name, and tremble whenever it is spoken. You want everything, and you won't let anyone stop you from having it...
qstr_Back_to_the_beginnin|Back to the beginning...
qstr_View_next_segment...|View next segment...
qstr_^No_food:___{reg7}|^No food:  -{reg7}
qstr_^Wage_debt:___{reg6}|^Wage debt:  -{reg6}
qstr_^Religious/cultural_|^Religious/cultural clashes:  -{reg6}
qstr_is_traveling_to|is traveling to
qstr_{s4}_{s8}_to_{s5}|{s4} {s8} to {s5}
qstr_Awaiting_your_arriva|Awaiting your arrival
qstr_{s4}___{s8}_in_{s5}_|{s4} - {s8} in {s5} tavern
qstr_is_awaiting_your_mes|is awaiting your messenger in
qstr_Appoint_next_marshal|Appoint next marshal
qstr_Award_{s12}_as_fief|Award {s12} as fief
qstr_No_one|No one
qstr_Selected_faction_is:|Selected faction is: {s10}^^{s9}
qstr_You_are_currently_re|You are currently reading {s8}.
qstr_You_are_not_reading_|You are not reading any books.
qstr_none|none
qstr_{s5}_and_{s6}|{s5} and {s6}
qstr_Your_estates_are:_{s|Your estates are: {s8}.^{s9}
qstr_Current_party_size_l|Current party size limit is {reg5}.^Current party size modifiers are:^^Base size:  +30^Leadership: {s2}{reg1}^Charisma: {s3}{reg2}^Renown: {s4}{reg3}^TOTAL:  {reg5}
qstr_Loyal|Loyal
qstr_Devoted|Devoted
qstr_Fond|Fond
qstr_Gracious|Gracious
qstr_Friendly|Friendly
qstr_Supportive|Supportive
qstr_Favorable|Favorable
qstr_Cooperative|Cooperative
qstr_Accepting|Accepting
qstr_Indifferent|Indifferent
qstr_Suspicious|Suspicious
qstr_Grumbling|Grumbling
qstr_Hostile|Hostile
qstr_Resentful|Resentful
qstr_Angry|Angry
qstr_Hateful|Hateful
qstr_Revengeful|Revengeful
qstr_Vengeful|Vengeful
qstr_Your_relation_with_t|Your relation with the factions are:^{s2}
qstr_Player_renown_is_inc|Player renown is increased by 100. 
qstr_Player_honor_is_incr|Player honor is increased by 1 and it is now {reg7}.
qstr_{reg1}_{s1}_{reg2?ac|{reg1} {s1} {reg2?accept:accepts} the offer.
qstr_No_one_accepts_the_o|No one accepts the offer.
